ID del cliente,Sexo,Edad,Ingresos,Tipo de hogar,Estado civil,Número de hijos,Puntuación de crédito,Tipo de trabajo,Educación,Fecha de inicio de la póliza,Tipo de seguro,Monto del seguro,Fecha del reclamo,Monto del reclamo
2557,Masculino,53,191775,Departamento,Divorciado,3,331,Empleado,Preparatoria,2022-03-28,Hogar,2817,2022-07-15,1768
2558,Masculino,32,762779,Casa,Viudo,2,741,Empleado,Universidad,2022-08-15,Auto,7674,2022-08-15,7198
2559,Femenino,76,182973,Departamento,Viudo,2,763,Empresario,Posgrado,2022-06-01,Hogar,7848,2022-06-23,2797
2560,Masculino,77,948596,Casa,Divorciado,2,778,Empresario,Universidad,2022-06-13,Salud,9760,2022-06-25,6462
2561,Femenino,25,92200,Casa,Viudo,0,620,Independiente,Preparatoria,2022-03-14,Auto,6409,2022-08-16,3734
2562,Masculino,73,375061,Casa,Divorciado,2,503,Empresario,Universidad,2022-03-09,Salud,7301,2023-02-20,1362
2563,Femenino,50,605421,Casa,Casado,2,329,Empresario,Universidad,2023-01-26,Auto,1811,2022-10-29,1468
2564,Femenino,44,612116,Departamento,Viudo,0,363,Empresario,Preparatoria,2023-02-16,Auto,1662,2023-02-08,440
2565,Femenino,58,840973,Departamento,Viudo,5,813,Empleado,Posgrado,2023-01-19,Salud,7877,2022-08-29,5457
2566,Masculino,71,172969,Casa,Casado,5,757,Independiente,Preparatoria,2022-03-23,Auto,6323,2022-03-09,1905
2567,Masculino,62,920650,Departamento,Viudo,2,363,Empleado,Preparatoria,2022-06-30,Auto,6286,2022-05-03,4202
2568,Masculino,31,392741,Casa,Divorciado,5,819,Empleado,Preparatoria,2022-07-24,Auto,6639,2022-08-05,4312
2569,Femenino,49,102509,Departamento,Viudo,2,655,Empresario,Posgrado,2022-06-09,Salud,8191,2022-07-12,4359
2570,Femenino,22,723046,Departamento,Divorciado,2,742,Independiente,Universidad,2022-10-28,Salud,4567,2023-01-08,344
2571,Masculino,57,323299,Casa,Soltero,0,683,Empresario,Universidad,2022-03-23,Vida,1143,2022-10-18,412
2572,Masculino,60,864363,Departamento,Divorciado,2,749,Empleado,Universidad,2022-05-22,Hogar,2816,2023-01-02,803
2573,Masculino,47,266612,Casa,Casado,3,774,Empresario,Preparatoria,2022-09-24,Hogar,3847,2022-11-14,3176
2574,Femenino,51,162520,Casa,Soltero,3,585,Empleado,Posgrado,2022-05-02,Hogar,3971,2022-12-20,3288
2575,Femenino,80,942155,Casa,Casado,3,619,Empresario,Preparatoria,2022-10-30,Vida,7372,2022-10-28,5561
2576,Masculino,32,555380,Casa,Soltero,3,524,Independiente,Universidad,2022-05-08,Salud,8272,2022-08-22,6498
2577,Femenino,52,228101,Casa,Casado,4,592,Empresario,Universidad,2023-01-31,Auto,4234,2022-11-06,975
2578,Masculino,50,468428,Casa,Soltero,1,537,Independiente,Posgrado,2022-03-11,Auto,4817,2022-08-01,271
2579,Masculino,72,780485,Casa,Soltero,3,546,Empresario,Preparatoria,2022-04-16,Auto,6036,2022-10-02,5373
2580,Femenino,54,730137,Casa,Viudo,1,660,Independiente,Preparatoria,2022-12-16,Vida,3621,2023-01-23,2653
2581,Femenino,79,107316,Departamento,Soltero,3,728,Independiente,Posgrado,2023-02-13,Vida,2399,2022-12-16,255
2582,Femenino,65,936608,Departamento,Soltero,3,599,Empleado,Preparatoria,2022-08-28,Hogar,6296,2022-07-16,636
2583,Femenino,35,451728,Departamento,Divorciado,4,408,Empresario,Preparatoria,2022-04-17,Vida,5863,2022-11-19,2963
2584,Femenino,18,617383,Departamento,Soltero,1,344,Independiente,Preparatoria,2023-01-23,Salud,8200,2022-09-03,4855
2585,Masculino,24,827198,Casa,Divorciado,2,551,Empresario,Universidad,2022-12-22,Salud,2871,2022-12-19,2514
2586,Masculino,61,711990,Departamento,Casado,2,805,Empresario,Posgrado,2022-05-13,Vida,2650,2022-08-02,1879
2587,Masculino,21,830547,Departamento,Soltero,5,361,Empleado,Posgrado,2022-07-04,Hogar,8921,2022-10-18,2871
2588,Masculino,73,699975,Casa,Viudo,0,400,Empresario,Posgrado,2022-06-07,Vida,2842,2022-05-13,2275
2589,Femenino,59,926242,Departamento,Casado,4,472,Empleado,Preparatoria,2022-08-27,Hogar,2501,2023-01-22,1948
2590,Femenino,47,924065,Departamento,Viudo,3,572,Empresario,Posgrado,2022-12-26,Auto,1717,2022-09-07,942
2591,Masculino,29,191075,Departamento,Viudo,3,542,Empleado,Posgrado,2022-11-13,Vida,2701,2022-04-11,1008
2592,Masculino,35,853225,Departamento,Viudo,5,483,Empresario,Posgrado,2022-08-11,Salud,5779,2022-12-07,1445
2593,Femenino,56,237192,Departamento,Soltero,3,609,Empresario,Posgrado,2022-10-27,Vida,8269,2023-02-01,6338
2594,Masculino,62,652128,Departamento,Soltero,1,520,Empleado,Preparatoria,2023-02-24,Auto,8848,2023-02-21,2271
2595,Femenino,74,710575,Casa,Divorciado,3,634,Independiente,Preparatoria,2022-03-16,Salud,5228,2022-10-04,2619
2596,Masculino,42,797685,Casa,Soltero,2,359,Independiente,Universidad,2022-11-23,Auto,8588,2023-03-02,8426
2597,Masculino,65,818110,Departamento,Soltero,4,703,Independiente,Posgrado,2023-02-16,Hogar,3231,2022-08-30,263
2598,Femenino,37,333799,Departamento,Divorciado,2,721,Empleado,Universidad,2022-11-30,Vida,8558,2022-08-11,5794
2599,Masculino,52,938431,Casa,Viudo,1,624,Independiente,Preparatoria,2022-12-30,Vida,9302,2023-02-06,6421
2600,Masculino,33,716148,Departamento,Casado,0,325,Independiente,Universidad,2022-11-05,Salud,3681,2022-03-13,1436
2601,Femenino,22,813601,Departamento,Divorciado,5,399,Empresario,Universidad,2022-11-10,Salud,4004,2022-07-05,2121
2602,Masculino,68,597638,Casa,Viudo,4,813,Empresario,Universidad,2023-02-14,Vida,1050,2022-04-22,416
2603,Femenino,42,483224,Departamento,Divorciado,1,382,Empresario,Posgrado,2022-07-26,Vida,7322,2022-09-25,6639
2604,Femenino,66,435556,Casa,Soltero,1,681,Empresario,Posgrado,2022-07-02,Auto,7835,2023-03-05,7686
2605,Femenino,59,257279,Departamento,Soltero,3,646,Empresario,Posgrado,2022-10-31,Vida,2047,2022-04-10,1456
2606,Femenino,51,560894,Casa,Divorciado,4,646,Independiente,Preparatoria,2022-09-01,Salud,4267,2022-10-19,3947
2607,Femenino,29,659605,Departamento,Divorciado,2,385,Independiente,Universidad,2022-05-01,Hogar,4042,2023-01-07,1761
2608,Masculino,76,561076,Departamento,Divorciado,4,703,Empleado,Preparatoria,2022-04-28,Auto,7970,2022-04-02,1839
2609,Femenino,46,316146,Departamento,Divorciado,3,582,Empresario,Posgrado,2023-02-12,Auto,2674,2022-10-21,724
2610,Femenino,51,383966,Casa,Soltero,2,464,Empresario,Universidad,2022-06-22,Hogar,3949,2022-04-15,3899
2611,Femenino,42,887249,Departamento,Casado,3,403,Empleado,Posgrado,2022-07-12,Auto,1684,2022-11-30,1472
2612,Femenino,60,674203,Casa,Divorciado,2,326,Empresario,Universidad,2022-05-12,Auto,8980,2022-05-20,4822
2613,Femenino,56,414293,Casa,Soltero,5,787,Independiente,Posgrado,2022-04-27,Auto,8998,2022-08-18,3719
2614,Masculino,75,261817,Departamento,Casado,4,727,Empresario,Posgrado,2022-05-22,Auto,7703,2022-05-11,4108
2615,Masculino,50,485296,Departamento,Casado,1,643,Empresario,Universidad,2022-03-20,Vida,3198,2022-04-06,257
2616,Masculino,79,992568,Departamento,Divorciado,3,551,Independiente,Universidad,2022-12-30,Hogar,7431,2022-11-29,4837
2617,Femenino,71,733058,Casa,Viudo,1,390,Empleado,Preparatoria,2023-03-03,Hogar,4212,2022-04-15,455
2618,Masculino,39,384249,Departamento,Viudo,4,700,Empleado,Posgrado,2022-10-12,Vida,9792,2023-01-28,8667
2619,Masculino,78,112765,Departamento,Divorciado,0,667,Empresario,Preparatoria,2022-05-16,Auto,5654,2022-10-06,4769
2620,Femenino,64,347622,Casa,Soltero,1,510,Empresario,Posgrado,2022-12-24,Hogar,7417,2022-04-21,1120
2621,Femenino,66,966296,Departamento,Soltero,1,710,Independiente,Universidad,2022-10-01,Salud,3197,2023-01-13,955
2622,Femenino,60,982519,Departamento,Divorciado,5,357,Empresario,Universidad,2022-06-03,Vida,9916,2022-06-29,5236
2623,Masculino,52,842136,Departamento,Viudo,0,438,Independiente,Preparatoria,2022-07-10,Hogar,8691,2022-09-19,5853
2624,Masculino,76,373559,Departamento,Viudo,0,350,Empresario,Posgrado,2022-05-21,Auto,3855,2022-03-17,573
2625,Femenino,31,81014,Casa,Divorciado,4,719,Empleado,Preparatoria,2022-09-02,Vida,2295,2022-03-18,866
2626,Femenino,47,186468,Casa,Soltero,2,419,Empresario,Preparatoria,2022-04-03,Salud,8397,2022-04-13,3189
2627,Femenino,48,646435,Casa,Viudo,4,435,Independiente,Posgrado,2022-04-27,Hogar,2154,2022-04-23,519
2628,Femenino,70,920042,Departamento,Viudo,1,396,Empresario,Preparatoria,2022-07-23,Hogar,4626,2022-11-11,2340
2629,Masculino,55,727455,Casa,Soltero,3,700,Independiente,Universidad,2022-09-01,Salud,6586,2022-10-22,3922
2630,Masculino,68,355534,Departamento,Divorciado,2,772,Independiente,Posgrado,2022-10-15,Salud,8960,2022-11-04,8885
2631,Masculino,67,784198,Departamento,Soltero,3,492,Empresario,Preparatoria,2023-01-20,Vida,2217,2022-07-17,221
2632,Femenino,79,438539,Departamento,Casado,5,393,Independiente,Preparatoria,2022-08-26,Salud,1340,2022-06-24,292
2633,Masculino,80,999869,Casa,Divorciado,5,322,Independiente,Preparatoria,2022-04-30,Auto,3041,2022-12-24,2072
2634,Femenino,79,171866,Casa,Viudo,4,585,Empleado,Universidad,2022-08-13,Auto,3021,2023-02-20,1417
2635,Masculino,31,928017,Casa,Viudo,2,830,Empleado,Universidad,2022-12-12,Hogar,9842,2023-02-28,7516
2636,Femenino,22,148490,Casa,Viudo,1,769,Independiente,Universidad,2022-12-06,Hogar,7173,2022-10-02,284
2637,Femenino,76,49477,Departamento,Divorciado,3,662,Independiente,Posgrado,2022-03-30,Hogar,7336,2022-04-06,2824
2638,Femenino,48,796524,Departamento,Soltero,2,432,Independiente,Posgrado,2023-01-16,Auto,4028,2022-11-14,3308
2639,Masculino,26,168514,Departamento,Soltero,4,493,Independiente,Preparatoria,2023-03-04,Salud,2401,2022-03-29,120
2640,Masculino,47,665929,Casa,Divorciado,1,811,Empleado,Preparatoria,2022-08-04,Vida,2753,2023-02-26,2415
2641,Masculino,59,148658,Departamento,Soltero,2,775,Empleado,Universidad,2023-01-27,Vida,6140,2022-11-03,1375
2642,Femenino,70,90532,Casa,Viudo,4,351,Empresario,Preparatoria,2022-07-08,Hogar,1868,2022-04-02,550
2643,Masculino,65,169155,Casa,Viudo,5,668,Empleado,Universidad,2022-06-01,Salud,2818,2022-10-19,1778
2644,Masculino,69,84963,Departamento,Casado,5,785,Independiente,Posgrado,2022-11-27,Auto,3580,2022-12-08,773
2645,Masculino,39,511444,Casa,Divorciado,4,689,Empresario,Universidad,2022-07-07,Salud,5608,2022-03-28,2847
2646,Femenino,45,42842,Departamento,Divorciado,3,744,Empleado,Preparatoria,2022-07-27,Salud,5676,2022-06-21,5070
2647,Femenino,51,409164,Departamento,Soltero,2,845,Independiente,Posgrado,2022-07-07,Hogar,6959,2022-07-18,6874
2648,Masculino,46,250706,Departamento,Casado,1,670,Empresario,Universidad,2022-11-23,Hogar,1763,2022-12-16,1687
2649,Masculino,47,137229,Departamento,Viudo,1,478,Independiente,Universidad,2022-12-03,Vida,5689,2022-07-23,3913
2650,Masculino,25,266334,Casa,Soltero,1,341,Independiente,Posgrado,2022-03-08,Salud,4113,2022-09-24,2727
2651,Femenino,49,849217,Casa,Soltero,3,797,Independiente,Posgrado,2023-03-01,Auto,9496,2022-11-16,5778
2652,Femenino,22,412576,Departamento,Viudo,0,552,Empresario,Preparatoria,2022-08-22,Vida,6997,2023-01-01,5089
2653,Masculino,36,996048,Casa,Soltero,1,816,Independiente,Universidad,2022-09-30,Vida,3766,2023-03-01,287
2654,Femenino,54,48860,Casa,Casado,2,638,Empleado,Universidad,2022-06-26,Vida,8305,2022-10-22,3251
2655,Masculino,76,744247,Casa,Divorciado,2,321,Empleado,Preparatoria,2022-09-10,Vida,4520,2022-07-15,1043
2656,Femenino,24,239773,Casa,Viudo,5,844,Independiente,Universidad,2022-08-31,Hogar,6308,2023-02-03,295
2657,Masculino,71,958814,Departamento,Soltero,3,708,Empleado,Universidad,2022-08-17,Hogar,6434,2022-04-01,3328
2658,Femenino,36,262196,Departamento,Soltero,5,441,Independiente,Preparatoria,2022-07-16,Hogar,9218,2022-11-26,4364
2659,Masculino,50,497158,Casa,Viudo,0,424,Independiente,Universidad,2022-09-07,Vida,6522,2022-12-28,3628
2660,Masculino,32,147607,Departamento,Viudo,4,836,Empresario,Preparatoria,2022-11-03,Vida,4649,2023-01-11,937
2661,Femenino,65,234986,Casa,Casado,5,741,Independiente,Posgrado,2022-10-27,Auto,9007,2022-09-05,6053
2662,Femenino,29,89131,Departamento,Casado,1,547,Independiente,Posgrado,2023-02-20,Hogar,7704,2022-04-12,722
2663,Masculino,25,675226,Casa,Casado,5,581,Empleado,Universidad,2022-11-21,Vida,8195,2022-07-21,5309
2664,Masculino,18,936388,Departamento,Viudo,5,450,Empresario,Posgrado,2022-09-04,Salud,9234,2022-10-08,4877
2665,Femenino,80,851971,Departamento,Soltero,4,461,Empresario,Universidad,2022-09-16,Auto,6750,2022-08-05,4905
2666,Masculino,43,601892,Casa,Viudo,5,330,Empresario,Preparatoria,2022-08-29,Vida,8958,2023-01-17,2345
2667,Masculino,58,933953,Casa,Soltero,5,616,Empleado,Universidad,2022-03-26,Vida,3234,2022-07-02,1695
2668,Femenino,62,188439,Departamento,Soltero,3,379,Empresario,Preparatoria,2022-07-10,Auto,2930,2023-03-02,90
2669,Masculino,26,380923,Casa,Casado,4,455,Independiente,Preparatoria,2022-05-31,Vida,2530,2022-06-24,51
2670,Femenino,73,203678,Departamento,Divorciado,1,840,Empresario,Universidad,2023-01-19,Vida,4959,2022-07-03,1402
2671,Masculino,29,872303,Casa,Soltero,0,695,Empleado,Posgrado,2022-04-08,Vida,4540,2022-05-23,4485
2672,Femenino,57,851639,Casa,Viudo,5,329,Empresario,Posgrado,2022-09-05,Auto,3803,2022-07-27,47
2673,Femenino,51,938336,Casa,Casado,4,370,Empresario,Preparatoria,2022-07-13,Vida,8975,2023-01-22,1965
2674,Femenino,44,990239,Departamento,Divorciado,1,680,Empresario,Posgrado,2022-12-05,Hogar,9713,2022-07-10,8553
2675,Femenino,68,916319,Departamento,Casado,3,645,Empresario,Universidad,2022-11-28,Vida,4308,2022-09-17,573
2676,Masculino,29,349627,Casa,Soltero,0,720,Empleado,Preparatoria,2022-11-08,Vida,1292,2022-10-26,1174
2677,Masculino,33,314190,Casa,Casado,0,566,Empleado,Posgrado,2022-03-18,Auto,2051,2022-07-09,812
2678,Masculino,38,746545,Casa,Divorciado,0,445,Empresario,Posgrado,2022-07-22,Hogar,4971,2022-04-19,4297
2679,Masculino,73,183662,Casa,Soltero,0,565,Empleado,Posgrado,2022-12-02,Hogar,4193,2022-05-26,3924
2680,Femenino,24,394335,Casa,Casado,2,726,Empresario,Preparatoria,2022-12-26,Hogar,8418,2022-09-13,3854
2681,Femenino,55,654532,Casa,Divorciado,1,462,Empresario,Universidad,2023-02-20,Vida,7180,2022-03-06,1687
2682,Masculino,50,608895,Departamento,Casado,2,684,Independiente,Universidad,2022-12-27,Hogar,7869,2023-01-17,1383
2683,Femenino,37,332219,Departamento,Casado,5,648,Empresario,Posgrado,2022-11-07,Salud,1718,2022-06-11,1094
2684,Femenino,42,83176,Departamento,Divorciado,1,388,Empleado,Preparatoria,2022-10-02,Auto,4489,2022-08-25,754
2685,Femenino,18,606540,Departamento,Viudo,2,388,Empleado,Preparatoria,2022-08-16,Hogar,7736,2022-09-01,5123
2686,Masculino,67,635180,Departamento,Soltero,0,469,Independiente,Posgrado,2022-11-04,Salud,6634,2022-09-15,6246
2687,Femenino,40,220629,Departamento,Viudo,2,555,Empleado,Universidad,2022-10-31,Salud,6497,2022-09-26,3256
2688,Femenino,48,660538,Casa,Casado,2,483,Independiente,Posgrado,2022-08-17,Auto,6853,2023-02-09,4975
2689,Masculino,61,474283,Casa,Divorciado,1,772,Independiente,Posgrado,2022-06-14,Hogar,5571,2022-05-31,1451
2690,Femenino,79,627058,Departamento,Casado,5,652,Independiente,Preparatoria,2022-09-12,Auto,7398,2022-05-12,799
2691,Masculino,21,302277,Departamento,Divorciado,5,678,Empresario,Universidad,2022-11-09,Auto,8264,2023-01-17,6253
2692,Masculino,46,421967,Departamento,Viudo,2,358,Independiente,Preparatoria,2022-03-11,Salud,8834,2022-09-08,969
2693,Femenino,56,844171,Casa,Viudo,3,305,Empleado,Universidad,2022-05-27,Vida,7051,2023-01-21,6414
2694,Femenino,79,385509,Departamento,Viudo,4,315,Empresario,Posgrado,2023-02-11,Vida,6530,2022-08-31,6070
2695,Masculino,35,404876,Casa,Divorciado,2,742,Independiente,Universidad,2022-10-31,Salud,6131,2022-05-11,1730
2696,Masculino,78,756741,Casa,Viudo,0,675,Independiente,Posgrado,2022-08-05,Hogar,1933,2022-04-08,246
2697,Masculino,47,220941,Casa,Viudo,4,569,Empleado,Posgrado,2022-08-30,Auto,4675,2022-11-06,2016
2698,Femenino,30,614271,Departamento,Divorciado,5,665,Empleado,Posgrado,2022-06-11,Salud,9010,2022-03-21,7870
2699,Femenino,29,308939,Casa,Casado,0,515,Independiente,Preparatoria,2022-08-21,Vida,7685,2022-12-07,4474
2700,Femenino,44,942079,Departamento,Soltero,3,629,Independiente,Universidad,2022-08-14,Vida,6403,2022-07-27,5241
2701,Femenino,80,217004,Departamento,Casado,4,527,Empresario,Preparatoria,2022-03-15,Hogar,5042,2022-05-21,1419
2702,Masculino,28,823898,Departamento,Viudo,2,361,Independiente,Universidad,2022-10-04,Vida,1797,2023-02-01,711
2703,Femenino,28,760764,Casa,Soltero,1,724,Independiente,Preparatoria,2022-08-15,Salud,9470,2022-04-03,9408
2704,Masculino,79,609305,Casa,Soltero,5,703,Independiente,Preparatoria,2022-03-11,Vida,5251,2022-04-12,5006
2705,Masculino,59,179142,Departamento,Divorciado,1,632,Empresario,Preparatoria,2022-12-05,Auto,3665,2022-09-27,2037
2706,Masculino,41,123264,Casa,Soltero,2,736,Empleado,Universidad,2022-07-16,Salud,2882,2022-03-20,1618
2707,Masculino,33,912216,Casa,Casado,4,547,Independiente,Universidad,2022-03-24,Hogar,9090,2023-02-17,639
2708,Femenino,38,746462,Casa,Divorciado,5,457,Empresario,Preparatoria,2022-06-16,Vida,9820,2022-11-11,1057
2709,Femenino,40,158824,Casa,Viudo,4,722,Empresario,Posgrado,2023-02-03,Vida,8519,2022-08-11,93
2710,Femenino,30,249061,Casa,Soltero,5,642,Empresario,Posgrado,2022-05-12,Vida,9543,2022-12-01,8621
2711,Femenino,69,29813,Departamento,Divorciado,3,647,Independiente,Universidad,2022-10-19,Vida,9710,2022-09-14,2508
2712,Femenino,79,232138,Departamento,Soltero,4,687,Empresario,Universidad,2022-06-10,Hogar,5663,2022-06-20,4261
2713,Masculino,69,609166,Casa,Soltero,3,776,Independiente,Posgrado,2022-07-07,Hogar,2535,2022-07-03,348
2714,Femenino,21,162975,Casa,Soltero,1,799,Independiente,Posgrado,2022-08-03,Salud,2303,2022-11-20,1065
2715,Masculino,42,968613,Departamento,Viudo,3,595,Empresario,Universidad,2022-12-28,Vida,6035,2023-02-24,5973
2716,Femenino,39,604494,Casa,Divorciado,0,483,Independiente,Preparatoria,2022-04-13,Salud,1334,2023-01-04,329
2717,Masculino,22,274638,Departamento,Soltero,3,816,Empleado,Universidad,2023-01-25,Vida,2180,2022-06-08,499
2718,Femenino,19,238156,Casa,Casado,3,417,Empleado,Preparatoria,2023-01-10,Auto,4788,2022-12-14,438
2719,Masculino,48,775978,Departamento,Divorciado,5,633,Empleado,Preparatoria,2022-12-26,Salud,4620,2022-05-14,863
2720,Masculino,25,272877,Departamento,Casado,0,629,Empresario,Universidad,2022-10-13,Auto,5191,2022-12-03,2432
2721,Masculino,73,745811,Departamento,Casado,2,794,Empresario,Posgrado,2022-11-13,Salud,3436,2022-06-19,3339
2722,Femenino,45,972484,Casa,Soltero,5,636,Empresario,Preparatoria,2022-12-01,Salud,3731,2022-03-11,540
2723,Masculino,37,954434,Departamento,Casado,3,392,Independiente,Universidad,2022-12-18,Vida,6918,2023-02-11,4343
2724,Femenino,42,957898,Casa,Casado,4,320,Empleado,Universidad,2022-09-23,Auto,4502,2022-11-04,1102
2725,Femenino,44,331516,Departamento,Divorciado,0,391,Empleado,Preparatoria,2022-12-01,Vida,7248,2022-06-28,2799
2726,Masculino,35,999262,Departamento,Soltero,5,611,Independiente,Universidad,2022-10-06,Auto,4560,2022-10-16,4305
2727,Masculino,52,126104,Casa,Soltero,2,462,Independiente,Preparatoria,2022-08-16,Hogar,2807,2023-02-24,2449
2728,Masculino,74,689060,Departamento,Divorciado,4,661,Independiente,Preparatoria,2022-05-05,Salud,2145,2022-10-26,2076
2729,Masculino,44,136063,Casa,Divorciado,4,354,Empresario,Preparatoria,2023-03-02,Salud,5650,2022-12-19,4788
2730,Masculino,27,695908,Departamento,Viudo,0,457,Empleado,Preparatoria,2022-11-13,Auto,2244,2022-09-27,1631
2731,Masculino,43,261703,Casa,Casado,2,668,Empresario,Posgrado,2023-01-08,Auto,9885,2022-09-10,7861
2732,Masculino,33,180891,Departamento,Soltero,5,430,Independiente,Preparatoria,2023-01-07,Auto,3514,2022-06-29,390
2733,Masculino,49,956111,Departamento,Soltero,1,814,Independiente,Preparatoria,2022-10-16,Vida,6861,2022-04-24,5219
2734,Femenino,22,479566,Departamento,Viudo,0,784,Independiente,Universidad,2022-07-02,Hogar,6490,2022-07-10,2907
2735,Masculino,64,109091,Departamento,Divorciado,1,559,Empleado,Preparatoria,2023-01-15,Hogar,9188,2022-10-04,918
2736,Masculino,42,777403,Casa,Divorciado,2,679,Empresario,Posgrado,2022-04-12,Hogar,8935,2022-10-21,2889
2737,Femenino,67,284617,Casa,Soltero,2,308,Independiente,Posgrado,2022-09-15,Hogar,9551,2022-12-14,4563
2738,Masculino,74,676460,Casa,Soltero,2,413,Independiente,Preparatoria,2022-06-24,Vida,8610,2022-05-19,913
2739,Femenino,42,167576,Departamento,Casado,5,311,Empleado,Preparatoria,2022-07-01,Hogar,6693,2022-10-15,5824
2740,Femenino,21,319592,Departamento,Casado,1,407,Empleado,Universidad,2022-11-03,Hogar,5700,2022-09-12,4259
2741,Femenino,21,477288,Departamento,Soltero,4,769,Independiente,Posgrado,2022-12-23,Hogar,9221,2022-08-20,2481
2742,Femenino,27,964417,Casa,Soltero,2,523,Independiente,Posgrado,2022-11-17,Hogar,8840,2022-09-11,7066
2743,Femenino,67,739919,Departamento,Soltero,1,640,Empresario,Preparatoria,2022-06-24,Vida,1693,2022-12-30,132
2744,Femenino,59,76849,Casa,Soltero,3,579,Independiente,Preparatoria,2023-02-19,Salud,3847,2022-05-28,3558
2745,Femenino,58,603454,Departamento,Casado,4,614,Empleado,Universidad,2022-06-28,Auto,7907,2022-05-22,7668
2746,Masculino,29,907970,Casa,Viudo,4,547,Independiente,Posgrado,2022-08-21,Salud,4486,2022-11-03,3187
2747,Masculino,32,96306,Casa,Divorciado,0,680,Empleado,Universidad,2022-09-27,Hogar,7123,2022-04-28,2930
2748,Masculino,47,410642,Departamento,Casado,3,748,Independiente,Posgrado,2022-10-17,Vida,7342,2022-08-11,3332
2749,Femenino,57,548273,Departamento,Casado,1,595,Empleado,Posgrado,2022-03-25,Hogar,9450,2022-11-14,1251
2750,Masculino,76,824256,Departamento,Divorciado,5,687,Empresario,Preparatoria,2022-12-10,Salud,1872,2022-05-04,854
2751,Femenino,60,407031,Departamento,Casado,1,556,Empresario,Preparatoria,2022-11-25,Auto,8507,2022-09-28,4039
2752,Masculino,68,364594,Casa,Casado,1,681,Empresario,Posgrado,2022-10-12,Hogar,4517,2022-09-14,1661
2753,Masculino,23,583813,Departamento,Divorciado,4,762,Empleado,Preparatoria,2022-11-09,Hogar,5428,2022-03-18,1838
2754,Femenino,67,944404,Casa,Viudo,5,468,Empleado,Posgrado,2023-01-14,Auto,1847,2022-09-12,709
2755,Masculino,37,322850,Casa,Viudo,4,704,Independiente,Universidad,2022-04-29,Salud,9857,2022-06-24,568
2756,Femenino,38,507530,Departamento,Divorciado,4,397,Empleado,Universidad,2023-03-03,Auto,5700,2023-01-16,1531
2757,Masculino,28,779655,Casa,Viudo,5,742,Empleado,Preparatoria,2022-12-12,Hogar,3207,2022-09-04,183
2758,Masculino,28,677058,Casa,Divorciado,4,450,Independiente,Universidad,2022-03-14,Hogar,9769,2022-04-02,7961
2759,Femenino,69,990873,Casa,Viudo,5,374,Empleado,Posgrado,2022-03-06,Vida,9042,2022-10-11,6543
2760,Masculino,36,856225,Departamento,Soltero,3,844,Empleado,Posgrado,2022-07-03,Vida,3781,2022-06-11,623
2761,Masculino,37,376093,Casa,Divorciado,0,384,Independiente,Posgrado,2022-12-20,Vida,6105,2023-02-14,901
2762,Femenino,37,114898,Departamento,Divorciado,4,547,Empresario,Posgrado,2022-12-07,Salud,1441,2022-10-26,1094
2763,Masculino,22,448521,Departamento,Divorciado,0,464,Empresario,Preparatoria,2022-05-03,Salud,6569,2022-05-11,521
2764,Masculino,26,343974,Departamento,Casado,3,723,Independiente,Posgrado,2022-03-28,Vida,6668,2022-05-21,5605
2765,Femenino,59,336202,Departamento,Casado,4,801,Empresario,Universidad,2022-05-29,Auto,9193,2022-11-21,4246
2766,Masculino,72,26828,Departamento,Viudo,2,770,Empresario,Posgrado,2022-08-05,Vida,7284,2022-07-15,4185
2767,Masculino,46,680298,Casa,Divorciado,5,805,Empresario,Universidad,2022-07-12,Vida,5500,2023-02-18,472
2768,Femenino,54,297336,Departamento,Divorciado,2,558,Empleado,Posgrado,2023-01-17,Vida,2711,2022-07-13,2037
2769,Masculino,72,929561,Casa,Casado,3,733,Empresario,Preparatoria,2022-10-03,Hogar,5939,2022-05-26,680
2770,Masculino,31,509221,Casa,Casado,1,411,Independiente,Posgrado,2023-02-24,Hogar,1664,2022-04-07,115
2771,Masculino,52,564606,Casa,Casado,5,465,Independiente,Universidad,2022-11-26,Salud,6405,2023-01-24,5623
2772,Masculino,21,75813,Casa,Soltero,3,806,Independiente,Posgrado,2022-08-30,Salud,9854,2022-05-15,9254
2773,Masculino,43,565933,Casa,Casado,0,804,Empresario,Preparatoria,2022-05-31,Auto,1591,2022-03-12,41
2774,Masculino,49,11734,Departamento,Divorciado,1,484,Independiente,Universidad,2022-11-24,Salud,5905,2022-03-24,5404
2775,Femenino,80,564382,Departamento,Casado,2,322,Empleado,Preparatoria,2022-12-07,Auto,6811,2022-07-22,5968
2776,Masculino,75,445136,Casa,Viudo,0,381,Independiente,Preparatoria,2022-03-07,Auto,9449,2022-09-08,6661
2777,Masculino,43,998832,Casa,Casado,4,474,Empleado,Preparatoria,2022-08-15,Auto,2189,2022-07-20,896
2778,Masculino,46,932009,Departamento,Casado,0,611,Empleado,Preparatoria,2022-04-02,Vida,3229,2022-07-23,1287
2779,Masculino,43,199822,Departamento,Divorciado,3,575,Empleado,Posgrado,2022-07-08,Vida,2018,2022-06-01,707
2780,Femenino,53,677192,Casa,Soltero,5,735,Empresario,Preparatoria,2022-06-02,Auto,6549,2022-10-04,5987
2781,Masculino,31,960145,Casa,Soltero,2,363,Independiente,Preparatoria,2022-07-24,Hogar,9453,2022-09-07,4189
